key,types,level_one,level_two
"45.46,-122.63",street_address,Ardenwald,Oregon
"45.46,-122.64",premise,Mcloughlin Industrial,Oregon
"45.46,-122.65",premise,Southeast Portland,Oregon
"45.46,10.72",establishment,Lazise,Veneto
"45.46,9.14",establishment,Milano,Lombardia
"45.46,9.15",establishment,Milano,Lombardia
"45.46,9.16",bus_station,Milano,Lombardia
"45.46,9.17",establishment,Milano,Lombardia
"45.46,9.18",establishment,Milano,Lombardia
"45.46,9.19",establishment,Milano,Lombardia
"45.46,9.21",establishment,Milano,Lombardia
"45.46,9.22",establishment,Milano,Lombardia
"45.46,9.23",street_address,Milano,Lombardia
"45.47,-122.64",establishment,Southeast Portland,Oregon
"45.47,-122.65",premise,Southeast Portland,Oregon
"45.47,-73.57",street_address,Verdun,Québec
"45.47,-73.58",establishment,Le Sud-Ouest,Québec
"45.47,9.15",establishment,Milano,Lombardia
"45.47,9.16",street_address,Milano,Lombardia
"45.47,9.17",establishment,Milano,Lombardia
"45.47,9.18",route,Milano,Lombardia
"45.47,9.19",street_address,Milano,Lombardia
"45.47,9.22",street_address,Milano,Lombardia
"45.47,9.23",establishment,Milano,Lombardia
"45.48,-122.64",premise,Southeast Portland,Oregon
"45.48,-122.80",premise,Vose,Oregon
"45.48,-73.58",establishment,Le Sud-Ouest,Québec
"45.48,9.17",establishment,Milano,Lombardia
"45.48,9.65",street_address,Caravaggio,Lombardia
"45.49,-122.57",street_address,Lents,Oregon
"45.49,-122.58",establishment,Portland,Oregon
"45.49,-122.84",street_address,Cooper Mountain - Aloha North,Oregon
"45.49,-122.85",premise,Cooper Mountain - Aloha North,Oregon
"45.49,-122.86",establishment,Cooper Mountain - Aloha North,Oregon
"45.49,-122.87",premise,Cooper Mountain - Aloha North,Oregon
"45.49,-122.88",street_address,Cooper Mountain - Aloha North,Oregon
"45.49,-122.90",postal_code,Oregon,Oregon
"45.49,-122.91",street_address,Cooper Mountain - Aloha North,Oregon
"45.49,-73.57",street_address,Le Sud-Ouest,Québec
"45.49,-73.58",street_address,Ville-Marie,Québec
"45.49,-73.65",street_address,Côte-Des-Neiges—Notre-Dame-De-Grâce,Québec
"45.49,-73.66",premise,Côte-Des-Neiges—Notre-Dame-De-Grâce,Québec
"45.49,9.42",premise,Melzo,Lombardia
"45.49,9.63",street_address,Caravaggio,Lombardia
"45.49,9.64",street_address,Caravaggio,Lombardia
"45.49,9.65",establishment,Caravaggio,Lombardia
"45.49,9.93",route,Provincia di Brescia,Lombardia
"45.49,9.94",street_address,Castelcovati,Lombardia
"45.50,-122.57",street_address,Powellhurst-Gilbert,Oregon
"45.50,-122.58",premise,South Tabor,Oregon
"45.50,-122.84",route,Beaverton,Oregon
"45.50,-122.85",route,Beaverton,Oregon
"45.50,-122.86",premise,Cooper Mountain - Aloha North,Oregon
"45.50,-122.88",street_address,Cooper Mountain - Aloha North,Oregon
"45.50,-122.89",premise,Cooper Mountain - Aloha North,Oregon
"45.50,-122.90",street_address,Cooper Mountain - Aloha North,Oregon
"45.50,-122.91",premise,Reedville,Oregon
"45.50,-122.92",establishment,Reedville,Oregon
"45.50,-122.93",street_address,Hillsboro,Oregon
"45.50,10.22",street_address,San Zeno Naviglio,Lombardia
"45.50,9.42",street_address,Melzo,Lombardia
"45.50,9.93",street_address,Castelcovati,Lombardia
"45.50,9.94",street_address,Castelcovati,Lombardia
"45.50,9.95",street_address,Castelcovati,Lombardia
"45.51,-122.57",premise,Montavilla,Oregon
"45.51,-122.66",premise,Hosford-Abernethy,Oregon
"45.51,-122.67",route,Portland,Oregon
"45.51,-122.86",premise,Cooper Mountain - Aloha North,Oregon
"45.51,-122.87",street_address,Cooper Mountain - Aloha North,Oregon
"45.51,-122.88",premise,Cooper Mountain - Aloha North,Oregon
"45.51,-122.89",premise,Cooper Mountain - Aloha North,Oregon
"45.51,-122.92",premise,Reedville,Oregon
"45.51,10.24",establishment,Brescia,Lombardia
"45.51,10.25",establishment,Brescia,Lombardia
"45.51,11.33",street_address,Arzignano,Veneto
"45.51,9.58",street_address,Treviglio,Lombardia
"45.51,9.59",establishment,Treviglio,Lombardia
"45.52,-122.66",street_address,Buckman Neighborhood,Oregon
"45.52,-122.67",street_address,Southwest Portland,Oregon
"45.52,-122.69",street_address,Goose Hollow,Oregon
"45.52,-122.86",street_address,Triple Creek,Oregon
"45.52,-122.88",street_address,Beaverton,Oregon
"45.52,11.33",street_address,Arzignano,Veneto
"45.52,11.34",street_address,Arzignano,Veneto
"45.52,9.18",establishment,Milano,Lombardia
"45.52,9.44",route,Città Metropolitana di Milano,Lombardia
"45.52,9.58",premise,Comune di Treviglio,Lombardia
"45.52,9.59",establishment,Treviglio,Lombardia
"45.52,9.60",street_address,Treviglio,Lombardia
"45.53,11.36",street_address,Arzignano,Veneto
"45.53,11.37",street_address,Tezze,Veneto
"45.53,9.59",street_address,Treviglio,Lombardia
"45.53,9.66",establishment,Zona Industriale,Lombardia
"45.53,9.67",street_address,Pagazzano,Lombardia
"45.53,9.92",establishment,Chiari,Lombardia
"45.53,9.93",street_address,Chiari,Lombardia
"45.54,9.64",establishment,Brignano Gera d'Adda,Lombardia
"45.54,9.65",street_address,Brignano Gera D'adda,Lombardia
"45.55,9.25",street_address,Sesto San Giovanni,Lombardia
"45.56,9.63",street_address,Campo Vignazze,Lombardia
"45.56,9.64",street_address,Lurano,Lombardia
"45.57,-122.56",street_address,Northeast Portland,Oregon
"45.57,9.26",street_address,Monza,Lombardia
"45.57,9.27",street_address,Monza,Lombardia
"45.57,9.28",street_address,Monza,Lombardia
"45.57,9.29",street_address,Monza,Lombardia
"45.57,9.63",route,Provincia di Bergamo,Lombardia
"45.57,9.64",street_address,Lurano,Lombardia
"45.58,-73.63",establishment,Montréal,Québec
"45.58,-73.64",premise,Montréal-Nord,Québec
"45.58,9.26",street_address,Monza,Lombardia
"45.58,9.27",street_address,Monza,Lombardia
"45.58,9.28",establishment,Monza,Lombardia
"45.58,9.29",establishment,Monza,Lombardia
"45.58,9.59",street_address,Ciserano,Lombardia
"45.58,9.60",street_address,Ciserano,Lombardia
"45.59,-122.50",premise,Vancouver,Washington
"45.59,-73.63",street_address,Montréal-Nord,Québec
"45.59,-73.64",street_address,Montréal-Nord,Québec
"45.59,9.26",premise,Monza,Lombardia
"45.59,9.31",street_address,Monza,Lombardia
"45.59,9.49",street_address,Grezzago,Lombardia
"45.59,9.50",street_address,Grezzago,Lombardia
"45.59,9.51",establishment,Trezzo sull'Adda,Lombardia
"45.59,9.58",route,Boltiere,Lombardia
"45.59,9.60",street_address,Ciserano,Lombardia
"45.60,-122.53",premise,Vancouver,Washington
"45.60,9.22",street_address,Muggiò,Lombardia
"45.60,9.50",route,Città Metropolitana di Milano,Lombardia
"45.60,9.51",street_address,Trezzo sull'Adda,Lombardia
"45.60,9.52",street_address,Trezzo sull'Adda,Lombardia
"45.60,9.53",church,Trezzo sull'Adda,Lombardia
"45.60,9.57",street_address,Boltiere,Lombardia
"45.61,-122.63",street_address,Columbia Way,Washington
"45.61,-122.64",street_address,Columbia Way,Washington
"45.61,-122.65",street_address,Columbia Way,Washington
"45.61,-122.66",street_address,Hayden Island,Oregon
"45.61,9.35",street_address,Vimercate,Lombardia
"45.61,9.52",city_hall,Trezzo sull'Adda,Lombardia
"45.62,-122.50",street_address,Bennington,Washington
"45.62,-122.61",premise,Evergreen Highlands,Washington
"45.62,-122.63",street_address,Vancouver,Washington
"45.62,-122.64",establishment,Vancouver,Washington
"45.62,-122.66",street_address,Columbia Way,Washington
"45.62,-122.67",street_address,Columbia Way,Washington
"45.63,-122.49",street_address,Vancouver,Washington
"45.63,-122.50",premise,Vancouver,Washington
"45.63,-122.61",premise,Northcrest,Washington
"45.63,-122.67",premise,Esther Short,Washington
"45.64,-122.50",premise,Vancouver,Washington
"45.64,-122.68",premise,Hough,Washington
"45.64,0.15",street_address,Angoulême,Nouvelle-Aquitaine
"45.64,9.60",route,Dalmine,Lombardia
"45.65,0.15",street_address,Angoulême,Nouvelle-Aquitaine
"45.65,9.60",street_address,Dalmine,Lombardia
"45.66,9.69",street_address,Azzano San Paolo,Lombardia
"45.66,9.70",street_address,Azzano San Paolo,Lombardia
"45.67,-122.65",premise,Northeast Hazel Dell,Washington
"45.67,-122.66",premise,Northeast Hazel Dell,Washington
"45.67,9.22",route,Provincia di Monza e della Brianza,Lombardia
"45.67,9.23",street_address,Carate Brianza,Lombardia
"45.68,-122.65",street_address,Northeast Hazel Dell,Washington
"45.68,-122.66",street_address,Northeast Hazel Dell,Washington
"45.68,0.16",premise,Gond-Pontouvre,Nouvelle-Aquitaine
"45.68,13.74",route,Trieste,Friuli-Venezia Giulia
"45.68,13.75",establishment,Trieste,Friuli-Venezia Giulia
"45.68,9.22",street_address,Verano Brianza,Lombardia
"45.68,9.23",street_address,Carate Brianza,Lombardia
"45.68,9.77",street_address,Albano Sant'Alessandro,Lombardia
"45.69,13.14",street_address,Lignano Sabbiadoro,Friuli-Venezia Giulia
"45.69,13.15",street_address,Lignano Sabbiadoro,Friuli-Venezia Giulia
"45.69,9.67",street_address,Bergamo,Lombardia
"45.69,9.73",street_address,Seriate,Lombardia
"45.70,-122.64",premise,Pleasant Valley,Washington
"45.70,9.73",street_address,Pedrengo,Lombardia
"45.71,9.02",street_address,Guanzate,Lombardia
"45.72,9.73",establishment,Villa di Serio,Lombardia
"45.73,0.23",airport,Rue Jean Mermoz,Nouvelle-Aquitaine
"45.73,0.24",route,Charente,Nouvelle-Aquitaine
"45.73,9.25",route,Provincia di Monza e della Brianza,Lombardia
"45.73,9.28",street_address,Renate,Lombardia
"45.73,9.76",street_address,Gavarno Rinnovata,Lombardia
"45.73,9.77",route,Provincia di Bergamo,Lombardia
"45.74,9.76",street_address,Nembro,Lombardia
"45.74,9.77",street_address,Pradalunga,Lombardia
"45.75,-122.87",electronics_store,Scappoose,Oregon
"45.76,-108.49",street_address,Billings,Montana
"45.76,-108.50",street_address,Billings,Montana
"45.76,-108.51",premise,Billings,Montana
"45.76,-73.44",street_address,Repentigny,Québec
"45.76,-73.45",premise,Repentigny,Québec
"45.77,-108.49",premise,Billings,Montana
"45.77,-108.50",premise,South Side,Montana
"45.77,-108.51",premise,South Side,Montana
"45.77,-122.58",street_address,Battle Ground,Washington
"45.77,15.97",street_address,Zagreb,Washington
"45.77,4.82",street_address,Lyon,Auvergne-Rhône-Alpes
"45.77,4.83",premise,Lyon,Auvergne-Rhône-Alpes
"45.78,-108.50",premise,South Side,Montana
"45.78,-108.51",premise,Billings,Montana
"45.78,-122.55",street_address,Battle Ground,Washington
"45.78,-122.58",street_address,Battle Ground,Washington
"45.78,14.36",route,Cerknica,Cerknica
"45.78,14.37",route,Cerknica,Cerknica
"45.79,14.37",street_address,Cerknica,Cerknica
"45.80,15.98",establishment,Croatia,Cerknica
"45.80,15.99",street_address,Zagreb,Cerknica
"45.80,16.01",street_address,Zagreb,Cerknica
"45.80,16.02",establishment,Zagreb,Cerknica
"45.81,-122.53",street_address,Battle Ground,Washington
"45.81,-122.54",premise,Battle Ground,Washington
"45.81,1.22",street_address,Isle,Nouvelle-Aquitaine
"45.81,15.98",street_address,Zagreb,Nouvelle-Aquitaine
"45.81,15.99",street_address,Zagreb,Nouvelle-Aquitaine
"45.81,16.02",street_address,Zagreb,Nouvelle-Aquitaine
"45.81,16.04",street_address,Zagreb,Nouvelle-Aquitaine
"45.81,8.82",street_address,Varese,Lombardia
"45.81,8.84",street_address,Varese,Lombardia
"45.82,-122.53",route,Battle Ground,Washington
"45.82,-122.54",street_address,Battle Ground,Washington
"45.82,1.26",street_address,Limoges,Nouvelle-Aquitaine
"45.82,8.66",street_address,Travedona-monate,Lombardia
"45.82,8.67",street_address,Costanza,Lombardia
"45.83,1.24",premise,Limoges,Nouvelle-Aquitaine
"45.83,1.25",establishment,Limoges,Nouvelle-Aquitaine
"45.83,1.26",establishment,Limoges,Nouvelle-Aquitaine
"45.83,16.02",establishment,10000,Nouvelle-Aquitaine
"45.83,16.03",establishment,Zagreb,Nouvelle-Aquitaine
"45.83,5.06",street_address,Niévroz,Auvergne-Rhône-Alpes
"45.83,9.02",premise,Chiasso,Ticino
"45.83,9.03",street_address,Chiasso,Ticino
"45.84,1.24",premise,Limoges,Nouvelle-Aquitaine
"45.84,1.25",premise,Limoges,Nouvelle-Aquitaine
"45.84,1.26",street_address,Limoges,Nouvelle-Aquitaine
"45.84,16.03",street_address,Zagreb,Nouvelle-Aquitaine
"45.84,5.05",route,Ain,Auvergne-Rhône-Alpes
"45.84,5.07",establishment,Dagneux,Auvergne-Rhône-Alpes
"45.84,8.65",street_address,Besozzo,Lombardia
"45.84,8.66",street_address,Besozzo,Lombardia
"45.85,5.05",street_address,Montluel,Auvergne-Rhône-Alpes
"45.85,5.06",street_address,Montluel,Auvergne-Rhône-Alpes
"45.86,-122.39",premise,Yacolt,Washington
"45.86,-122.40",premise,Yacolt,Washington
"45.86,10.77",route,Provincia di Trento,Trentino-Alto Adige
"45.86,8.98",street_address,Mendrisio,Ticino
"45.87,-122.38",route,Clark County,Washington
"45.87,-122.47",street_address,Yacolt,Washington
"45.87,-122.48",street_address,Yacolt,Washington
"45.87,1.28",street_address,Limoges,Nouvelle-Aquitaine
"45.87,1.29",street_address,Limoges,Nouvelle-Aquitaine
"45.87,10.77",street_address,Molina di Ledro,Trentino-Alto Adige
"45.87,8.98",premise,Mendrisio,Ticino
"45.88,-122.38",route,Clark County,Washington
"45.88,0.90",establishment,Saint-Junien,Nouvelle-Aquitaine
"45.88,1.28",establishment,Limoges,Nouvelle-Aquitaine
"45.88,1.29",route,Haute-Vienne,Nouvelle-Aquitaine
"45.88,10.83",postal_code,Province of Trento,Trentino-South Tyrol
"45.88,10.84",street_address,Riva del Garda,Trentino-Alto Adige
"45.90,-122.44",street_address,Yacolt,Washington
"45.90,-122.73",street_address,Woodland,Washington
"45.90,-122.74",street_address,Woodland,Washington
"45.91,-122.73",street_address,Woodland,Washington
"45.91,-122.74",premise,Woodland,Washington
"45.91,-122.75",street_address,Woodland,Washington
"45.91,11.02",establishment,Provincia di Trento,Trentino-Alto Adige
"45.91,11.03",street_address,Nogaredo,Trentino-Alto Adige
"45.91,11.06",route,Provincia di Trento,Trentino-Alto Adige
"45.91,11.09",route,Provincia di Trento,Trentino-Alto Adige
"45.92,-122.73",premise,Woodland,Washington
"45.92,-122.75",premise,Woodland,Washington
"45.92,-122.76",street_address,Woodland,Washington
"45.92,11.04",street_address,Villa Lagarina,Trentino-Alto Adige
"45.92,11.07",establishment,Provincia di Trento,Trentino-Alto Adige
"45.92,11.09",street_address,Volano,Trentino-Alto Adige
"45.93,11.07",street_address,Nomi,Trentino-Alto Adige
"45.93,11.08",street_address,Nomi,Trentino-Alto Adige
"45.93,11.09",street_address,Calliano,Trentino-Alto Adige
"45.93,11.11",route,Folgaria,Trentino-Alto Adige
"45.94,11.10",route,Besenello,Trentino-Alto Adige
"45.94,11.11",street_address,Besenello,Trentino-Alto Adige
"45.94,13.61",street_address,Gorizia,Friuli-Venezia Giulia
"45.94,13.62",street_address,Gorizia,Friuli-Venezia Giulia
"45.95,12.83",route,Provincia di Pordenone,Friuli-Venezia Giulia
"45.95,12.84",street_address,Casarsa della Delizia,Friuli-Venezia Giulia
"45.95,14.64",route,Grosuplje,Grosuplje
"45.95,14.65",establishment,Grosuplje,Grosuplje
"45.95,14.66",street_address,Grosuplje,Grosuplje
"45.96,13.18",route,Mortegliano,Friuli-Venezia Giulia
"45.96,13.19",establishment,Provincia di Udine,Friuli-Venezia Giulia
"45.96,14.29",street_address,Vrhnika,Vrhnika
"45.96,14.30",establishment,Vrhnika,Vrhnika
"45.96,14.64",route,Grosuplje,Grosuplje
"45.96,14.65",street_address,Grosuplje,Grosuplje
"45.96,14.66",street_address,Grosuplje,Grosuplje
"45.96,8.85",street_address,Cadegliano-Viconago,Lombardia
"45.96,8.87",street_address,Lavena Ponte Tresa,Lombardia
"45.96,8.88",establishment,Caslano,Ticino
"45.97,14.29",street_address,Vrhnika,Vrhnika
"45.97,14.30",street_address,Vrhnika,Vrhnika
"45.97,8.85",street_address,Lavena Ponte Tresa,Lombardia
"45.97,8.87",street_address,Caslano,Ticino
"45.97,8.88",street_address,Caslano,Ticino
"45.98,8.88",street_address,Caslano,Ticino
"45.98,8.91",street_address,Collina d'Oro,Ticino
"45.98,8.92",establishment,Collina d'Oro,Ticino
"45.98,8.93",street_address,Pazzallo,Ticino
"45.98,8.94",street_address,Pazzallo,Ticino
"45.98,8.95",route,Lugano,Ticino
"45.99,14.40",street_address,Notranje Gorice,Ljubljana
"45.99,8.92",street_address,Collina d'Oro,Ticino
"45.99,8.93",street_address,Collina d'Oro,Ticino
"45.99,8.94",premise,Paradiso,Ticino
"45.99,8.95",street_address,Paradiso,Ticino
"46.00,-122.92",street_address,Rainier,Oregon
"46.00,-122.93",street_address,Rainier,Oregon
"46.00,14.40",street_address,Notranje Gorice,Ljubljana
"46.00,14.41",street_address,Notranje Gorice,Ljubljana
"46.00,14.42",street_address,Brezovica pri Ljubljani,Ljubljana
"46.00,8.93",street_address,Sorengo,Ticino
"46.00,8.94",premise,Sorengo,Ticino
"46.00,8.95",establishment,Bezirk Lugano,Tessin
"46.00,8.96",route,Lugano,Ticino
"46.00,8.97",street_address,Lugano,Ticino
"46.00,8.98",street_address,Castagnola,Ticino
"46.01,-122.87",street_address,Rainier,Oregon
"46.01,14.41",street_address,Brezovica pri Ljubljani,Ljubljana
"46.01,8.92",street_address,Bioggio,Ticino
"46.01,8.94",premise,Massagno,Ticino
"46.01,8.95",street_address,Lugano,Ticino
"46.01,8.96",premise,Lugano,Ticino
"46.02,8.95",street_address,Savosa,Ticino
"46.02,8.96",cemetery,Lugano,Ticino
"46.03,10.72",street_address,Tione di Trento,Trentino-Alto Adige
"46.03,10.73",street_address,Bolbeno,Trentino-Alto Adige
"46.03,13.30",establishment,Pradamano,Friuli-Venezia Giulia
"46.03,14.46",street_address,Ljubljana,Ljubljana
"46.03,14.47",establishment,Ljubljana,Ljubljana
"46.03,14.48",street_address,Ljubljana,Ljubljana
"46.03,14.50",street_address,Ljubljana,Ljubljana
"46.03,14.52",street_address,Ljubljana,Ljubljana
"46.03,14.53",street_address,Ljubljana,Ljubljana
"46.03,8.93",street_address,Cadempino,Ticino
"46.03,8.94",street_address,Vezia,Ticino
"46.03,8.95",street_address,Porza,Ticino
"46.03,8.96",street_address,Porza,Ticino
"46.03,8.97",street_address,Lugano,Ticino
"46.04,14.46",street_address,Ljubljana,Ljubljana
"46.04,14.47",establishment,Ljubljana,Ljubljana
"46.04,14.48",street_address,Ljubljana,Ljubljana
"46.04,14.49",street_address,Ljubljana,Ljubljana
"46.04,14.50",street_address,Ljubljana,Ljubljana
"46.04,14.51",street_address,Ljubljana,Ljubljana
"46.04,14.52",street_address,Ljubljana,Ljubljana
"46.04,14.53",route,Ljubljana,Ljubljana
"46.04,14.55",street_address,Ljubljana,Ljubljana
"46.04,14.56",street_address,Ljubljana,Ljubljana
"46.04,8.94",street_address,Cureglia,Ticino
"46.04,8.95",street_address,Comano,Ticino
"46.04,8.96",street_address,Comano,Ticino
"46.05,13.24",street_address,Udine,Friuli-Venezia Giulia
"46.05,14.49",street_address,Ljubljana,Ljubljana
"46.05,14.50",book_store,Ljubljana,Ljubljana
"46.05,14.51",establishment,Ljubljana,Ljubljana
"46.05,14.52",establishment,Ljubljana,Ljubljana
"46.05,14.55",route,Ljubljana,Ljubljana
"46.05,14.56",street_address,Ljubljana,Ljubljana
"46.05,14.57",establishment,Ljubljana - Polje,Ljubljana
"46.06,11.11",street_address,Trento,Trentino-Alto Adige
"46.06,11.12",street_address,Trento,Trentino-Alto Adige
"46.06,13.21",street_address,Udine,Friuli-Venezia Giulia
"46.06,13.22",establishment,Udine,Friuli-Venezia Giulia
"46.06,13.23",street_address,Udine,Friuli-Venezia Giulia
"46.06,13.24",street_address,Udine,Friuli-Venezia Giulia
"46.06,14.47",route,Ljubljana,Ljubljana
"46.06,14.48",street_address,Ljubljana,Ljubljana
"46.06,14.49",route,Ljubljana,Ljubljana
"46.06,14.50",establishment,Ljubljana,Ljubljana
"46.06,14.51",establishment,Ljubljana,Ljubljana
"46.06,14.52",establishment,Ljubljana,Ljubljana
"46.06,14.54",establishment,Ljubljana,Ljubljana
"46.06,14.55",establishment,Ljubljana,Ljubljana
"46.07,11.12",street_address,Trento,Trentino-Alto Adige
"46.07,13.18",route,Provincia di Udine,Friuli-Venezia Giulia
"46.07,13.20",route,Udine,Friuli-Venezia Giulia
"46.07,13.21",street_address,Udine,Friuli-Venezia Giulia
"46.07,13.22",street_address,Udine,Friuli-Venezia Giulia
"46.07,13.24",street_address,Udine,Friuli-Venezia Giulia
"46.07,14.47",street_address,Ljubljana,Ljubljana
"46.07,14.48",establishment,Ljubljana,Ljubljana
"46.07,14.49",establishment,Ljubljana,Ljubljana
"46.07,14.50",establishment,Ljubljana,Ljubljana
"46.07,14.51",street_address,Ljubljana,Ljubljana
"46.08,-122.92",street_address,Rainier,Oregon
"46.08,-122.93",street_address,Rainier,Oregon
"46.08,-122.94",street_address,Rainier,Oregon
"46.08,13.18",street_address,Mulini Palma,Friuli-Venezia Giulia
"46.08,13.19",route,Provincia di Udine,Friuli-Venezia Giulia
"46.08,13.21",premise,Udine,Friuli-Venezia Giulia
"46.08,13.22",establishment,Udine,Friuli-Venezia Giulia
"46.08,14.47",establishment,Ljubljana,Ljubljana
"46.08,14.48",establishment,Ljubljana,Ljubljana
"46.08,14.49",establishment,Ljubljana,Ljubljana
"46.08,14.50",street_address,Ljubljana,Ljubljana
"46.08,14.51",street_address,Ljubljana,Ljubljana
"46.08,14.52",establishment,Ljubljana,Ljubljana
"46.09,-122.93",street_address,Rainier,Oregon
"46.09,11.10",street_address,Trento,Trentino-Alto Adige
"46.09,11.11",establishment,Trento,Trentino-Alto Adige
"46.09,13.21",street_address,Colugna,Friuli-Venezia Giulia
"46.09,13.22",street_address,Udine,Friuli-Venezia Giulia
"46.09,13.23",establishment,Udine,Friuli-Venezia Giulia
"46.09,13.24",street_address,Udine,Friuli-Venezia Giulia
"46.09,14.49",route,Ljubljana,Ljubljana
"46.09,14.50",street_address,Ljubljana,Ljubljana
"46.09,14.51",establishment,Ljubljana,Ljubljana
"46.09,14.52",establishment,Ljubljana,Ljubljana
"46.09,14.53",route,Ljubljana,Ljubljana
"46.10,10.73",street_address,Spiazzo,Trentino-Alto Adige
"46.10,11.10",street_address,Trento,Trentino-Alto Adige
"46.10,11.11",bar,Trento,Trentino-Alto Adige
"46.10,13.20",route,Provincia di Udine,Friuli-Venezia Giulia
"46.10,13.21",street_address,Feletto Umberto,Friuli-Venezia Giulia
"46.10,13.22",car_repair,Feletto Umberto,Friuli-Venezia Giulia
"46.11,11.10",street_address,Trento,Trentino-Alto Adige
"46.11,11.11",street_address,Trento,Trentino-Alto Adige
"46.11,13.18",street_address,Pagnacco,Friuli-Venezia Giulia
"46.11,13.20",premise,Pagnacco,Friuli-Venezia Giulia
"46.11,13.21",establishment,Provincia di Udine,Friuli-Venezia Giulia
"46.12,-122.94",street_address,Industrial Way,Washington
"46.12,-122.95",premise,Highlands,Washington
"46.12,-122.96",premise,Highlands,Washington
"46.12,-122.97",street_address,Longview,Washington
"46.12,-122.98",route,Cowlitz County,Washington
"46.12,11.10",car_repair,Località Produttiva I,Trentino-Alto Adige
"46.12,11.11",establishment,Provincia di Trento,Trentino-Alto Adige
"46.12,13.18",street_address,Pagnacco,Friuli-Venezia Giulia
"46.12,13.20",street_address,Pagnacco,Friuli-Venezia Giulia
"46.12,13.21",street_address,Tavagnacco,Friuli-Venezia Giulia
"46.12,13.22",street_address,Tavagnacco,Friuli-Venezia Giulia
"46.12,15.01",route,Zagorje ob Savi,Zagorje ob Savi
"46.13,-122.93",premise,Broadway,Washington
"46.13,-122.94",premise,Downtown,Washington
"46.13,-122.95",premise,St. Helens,Washington
"46.13,11.10",street_address,Località Produttiva I,Trentino-Alto Adige
"46.13,11.11",establishment,Trento,Trentino-Alto Adige
"46.13,14.56",street_address,Trzin,Domžale
"46.13,14.59",route,Domžale,Domžale
"46.13,14.60",premise,Domžale,Domžale
"46.13,14.99",street_address,Zagorje ob Savi,Zagorje ob Savi
"46.13,15.01",street_address,Zagorje ob Savi,Zagorje ob Savi
"46.14,-1.06",route,Charente-Maritime,Nouvelle-Aquitaine
"46.14,-122.91",premise,Kelso,Washington
"46.14,-122.92",premise,Third Avenue,Washington
"46.14,-122.93",dentist,Broadway,Washington
"46.14,-122.94",street_address,Old West Side,Washington
"46.14,-122.95",premise,Old West Side,Washington
"46.14,-122.96",street_address,Olympic East,Washington
"46.14,-122.97",street_address,Olympic West,Washington
"46.14,-122.98",street_address,Mint Farm,Washington
"46.14,11.10",establishment,Lavis,Trentino-Alto Adige
"46.14,11.11",street_address,Lavis,Trentino-Alto Adige
"46.14,14.59",establishment,Domžale,Domžale
"46.14,14.60",establishment,Domžale,Domžale
"46.14,15.04",street_address,Trbovlje,Trbovlje
"46.14,15.05",route,Trbovlje,Trbovlje
"46.15,-1.14",street_address,La Rochelle,Nouvelle-Aquitaine
"46.15,-1.15",establishment,Nouvelle-Aquitaine,Nouvelle-Aquitaine
"46.15,-122.96",street_address,Northlake/Corman,Washington
"46.15,-122.97",premise,Columbia Valley Garden,Washington
"46.15,-122.98",premise,Memorial Park,Washington
"46.15,10.75",route,Provincia di Trento,Trentino-Alto Adige
"46.15,10.76",airport,Giustino,Trentino-Alto Adige
"46.15,13.00",street_address,San Daniele del Friuli,Friuli-Venezia Giulia
"46.15,13.01",street_address,San Daniele del Friuli,Friuli-Venezia Giulia
"46.15,14.42",street_address,Medvode,Ljubljana
"46.15,15.60",establishment,Šmarje pri Jelšah,Šmarje pri Jelšah
"46.16,-1.08",street_address,Perigny,Nouvelle-Aquitaine
"46.16,-122.95",street_address,Glenwood,Washington
"46.16,-122.96",establishment,Hillside Acres,Washington
"46.16,-122.97",premise,Columbia Valley Garden,Washington
"46.16,-122.98",premise,Mint Valley,Washington
"46.16,-122.99",premise,Longview,Washington
"46.16,-123.00",street_address,Longview,Washington
"46.16,10.76",street_address,Pinzolo,Trentino-Alto Adige
"46.16,13.00",street_address,San Daniele del Friuli,Friuli-Venezia Giulia
"46.16,13.01",street_address,San Daniele del Friuli,Friuli-Venezia Giulia
"46.16,14.56",street_address,Mengeš,Domžale
"46.16,14.57",street_address,Mengeš,Domžale
"46.16,14.58",route,Domžale,Domžale
"46.16,9.00",street_address,Camorino,Ticino
"46.16,9.01",establishment,Al Mòtt,Ticino
"46.17,-122.96",street_address,Hillside Acres,Washington
"46.17,-123.00",premise,Longview,Washington
"46.17,-123.01",premise,Longview,Washington
"46.17,-123.02",street_address,Longview,Washington
"46.17,13.02",street_address,San Daniele del Friuli,Friuli-Venezia Giulia
"46.17,14.29",street_address,Škofja Loka,Škofja Loka
"46.17,14.57",establishment,Mengeš,Domžale
"46.17,9.00",street_address,Giubiasco,Ticino
"46.17,9.01",street_address,Giubiasco,Ticino
"46.18,14.60",street_address,Radomlje,Domžale
"46.18,14.61",street_address,Radomlje,Domžale
"46.18,14.88",street_address,Trojane,Domžale
"46.18,6.23",street_address,Etrembières,Auvergne-Rhône-Alpes
"46.18,6.24",street_address,Annemasse,Auvergne-Rhône-Alpes
"46.18,6.25",street_address,Vétraz-Monthoux,Auvergne-Rhône-Alpes
"46.19,-123.03",street_address,Longview,Washington
"46.19,6.15",premise,Champel,Genève
"46.19,6.23",establishment,Annemasse,Auvergne-Rhône-Alpes
"46.19,6.24",premise,Annemasse,Auvergne-Rhône-Alpes
"46.19,6.25",premise,Annemasse,Auvergne-Rhône-Alpes
